authority: Farifax County Public Schools
calendar: 2021-2022 Standard School Year

2021-11-29,1,1,,Chanukah (begins sunset 11/28-12/6)
2021-11-30,1,1,,
2021-12-01,1,1,,
2021-12-02,1,1,,
2021-12-03,1,1,,
2021-12-04,0,0,,
2021-12-05,0,0,,
2021-12-06,1,1,,
2021-12-07,1,1,,
2021-12-08,1,1,O,Bodhi Day
2021-12-09,1,1,,
2021-12-10,1,1,,
2021-12-11,0,0,,
2021-12-12,0,0,,
2021-12-13,1,1,,
2021-12-14,1,1,,
2021-12-15,1,1,,
2021-12-16,1,1,,
2021-12-17,1,1,,
2021-12-18,0,0,,
2021-12-19,0,0,,
2021-12-20,0,0,H,Holiday (Winter Break)
2021-12-21,0,0,H,Holiday (Winter Break)
2021-12-22,0,0,H,Holiday (Winter Break)
2021-12-23,0,0,H,Holiday (Winter Break)
2021-12-24,0,0,H,Holiday (Winter Break)
2021-12-25,0,0,,Holiday (Winter Break)/Christmas
2021-12-26,0,0,,Holiday (Winter Break)
2021-12-27,0,0,H,Holiday (Winter Break)
2021-12-28,0,0,H,Holiday (Winter Break)
2021-12-29,0,0,H,Holiday (Winter Break)
2021-12-30,0,0,H,Holiday (Winter Break)
2021-12-31,0,0,H,Holiday (Winter Break)
2022-01-01,0,0,,New Year’s Day
2022-01-02,0,0,,
2022-01-03,1,1,,
2022-01-04,1,1,,
2022-01-05,1,1,,
2022-01-06,1,1,O,Three Kings Day/Epiphany
2022-01-07,1,1,O,Orthodox Christmas
2022-01-08,0,0,,
2022-01-09,0,0,,
2022-01-10,1,1,,
2022-01-11,1,1,,
2022-01-12,1,1,,
2022-01-13,1,1,,
2022-01-14,1,1,,
2022-01-15,0,0,,
2022-01-16,0,0,,
2022-01-17,0,0,H,Holiday (Martin Luther King Jr.'s Birthday)
2022-01-18,1,1,,
2022-01-19,1,1,O,Orthodox Epiphany
2022-01-20,1,1,QE/ER,End of Second Quarter - 2-hour Early Release
2022-01-21,0,1,TW,Student Holiday (Teacher Workday)
2022-01-22,0,0,,
2022-01-23,0,0,,
2022-01-24,0,1,SD,Student Holiday (Professional Development Day)
2022-01-25,1,1,,
2022-01-26,1,1,,
2022-01-27,1,1,,
2022-01-28,1,1,,
2022-01-29,0,0,,
2022-01-30,0,0,,
2022-01-31,1,1,,
2022-02-01,1,1,O,Lunar New Year
2022-02-02,1,1,,
2022-02-03,1,1,,
2022-02-04,1,1,,
2022-02-05,0,0,,
2022-02-06,0,0,,
2022-02-07,1,1,,
2022-02-08,1,1,,
2022-02-09,1,1,,
2022-02-10,1,1,,
2022-02-11,1,1,,
2022-02-12,0,0,,
2022-02-13,0,0,,
2022-02-14,1,1,,
2022-02-15,1,1,,
2022-02-16,1,1,,
2022-02-17,1,1,,
2022-02-18,1,1,,
2022-02-19,0,0,,
2022-02-20,0,0,,
2022-02-21,0,0,H,Holiday (George Washington’s Birthday and Presidents’ Day)
2022-02-22,1,1,,
2022-02-23,1,1,,
2022-02-24,1,1,,
2022-02-25,1,1,,
2022-02-26,0,0,,
2022-02-27,0,0,,
2022-02-28,1,1,,
2022-03-01,1,1,,
2022-03-02,1,1,,
2022-03-03,1,1,ER,2-hour Early Release
2022-03-04,0,1,SD,Student Holiday (Professional Development Day)
2022-03-05,0,0,,
2022-03-06,0,0,,
2022-03-07,1,1,,
2022-03-08,1,1,,
2022-03-09,1,1,,
2022-03-10,1,1,,
2022-03-11,1,1,,
2022-03-12,0,0,,
2022-03-13,0,0,,
2022-03-14,1,1,,
2022-03-15,1,1,,
2022-03-16,1,1,,
2022-03-17,1,1,,
2022-03-18,1,1,,
2022-03-19,0,0,,
2022-03-20,0,0,,
2022-03-21,1,1,,
2022-03-22,1,1,,
2022-03-23,1,1,,
2022-03-24,1,1,,
2022-03-25,1,1,,
2022-03-26,0,0,,
2022-03-27,0,0,,
2022-03-28,1,1,,
2022-03-29,1,1,,
2022-03-30,1,1,,
2022-03-31,1,1,QE/ER,End of Third Quarter - 2-hour Early Release
2022-04-01,0,1,TW,Student Holiday (Teacher Workday)
2022-04-02,0,0,,
2022-04-03,0,0,,Ramadan (begins sunset 4/2 and continues with daily fast and nightly prayer until May 1)
2022-04-04,0,0,H,Holiday (Spring Break)
2022-04-05,0,0,H,Holiday (Spring Break)
2022-04-06,0,0,H,Holiday (Spring Break)
2022-04-07,0,0,H,Holiday (Spring Break)
2022-04-08,0,0,H,Holiday (Spring Break)
2022-04-09,0,0,,
2022-04-10,0,0,,
2022-04-11,1,1,,
2022-04-12,1,1,,
2022-04-13,1,1,,
2022-04-14,1,1,,
2022-04-15,1,1,O,Good Friday
2022-04-16,0,0,,Theravada New Year/Passover (begins sunset 4/15-4/23)
2022-04-17,0,0,,Easter
2022-04-18,1,1,,
2022-04-19,1,1,,
2022-04-20,1,1,,
2022-04-21,1,1,,
2022-04-22,1,1,O,Orthodox Good Friday
2022-04-23,0,0,,
2022-04-24,0,0,,
2022-04-25,1,1,,
2022-04-26,1,1,,
2022-04-27,1,1,,
2022-04-28,1,1,,
2022-04-29,1,1,,
2022-04-30,0,0,,
2022-05-01,0,0,,
2022-05-02,1,1,O,Eid al Fitr
2022-05-03,1,1,,
2022-05-04,1,1,,
2022-05-05,1,1,,
2022-05-06,1,1,,
2022-05-07,0,0,,
2022-05-08,0,0,,
2022-05-09,1,1,,
2022-05-10,1,1,,
2022-05-11,1,1,,
2022-05-12,1,1,,
2022-05-13,1,1,,
2022-05-14,0,0,,
2022-05-15,0,0,,
2022-05-16,1,1,,
2022-05-17,1,1,,
2022-05-18,1,1,,
2022-05-19,1,1,,
2022-05-20,1,1,,
2022-05-21,0,0,,
2022-05-22,0,0,,
2022-05-23,1,1,,
2022-05-24,1,1,,
2022-05-25,1,1,,
2022-05-26,1,1,,
2022-05-27,1,1,,
2022-05-28,0,0,,
2022-05-29,0,0,,
2022-05-30,0,0,H,Holiday (Memorial Day)
2022-05-31,1,1,,
2022-06-01,1,1,,
2022-06-02,1,1,,
2022-06-03,1,1,,
2022-06-04,0,0,,
2022-06-05,0,0,,
2022-06-06,1,1,,
2022-06-07,1,1,,
2022-06-08,1,1,,
2022-06-09,1,1,,
2022-06-10,1,1,YE,Last Day of School (Early Release)
2022-06-11,0,0,,
2022-06-12,0,0,,
2022-06-13,0,1,TW,Optional work from alternate location
2022-06-14,0,0,,
2022-06-15,0,0,,
2022-06-16,0,0,,
2022-06-17,0,0,,
2022-06-18,0,0,,
2022-06-19,0,0,,
2022-06-20,0,0,H,Juneteenth (Observed)
2022-06-21,0,0,,
2022-06-22,0,0,,
2022-06-23,0,0,,
2022-06-24,0,0,,
2022-06-25,0,0,,
2022-06-26,0,0,,
2022-06-27,0,0,,
2022-06-28,0,0,,
2022-06-29,0,0,,
2022-06-30,0,0,,
